Word,POS Tag,Meaning
ಠಾಣ,(ನಾ),"ಬೀಡು, ಕಾವಲು, ಕೊತ್ವಾಲನ ಚಾವಡಿ."
ಠಾಣೆ,(ನಾ),"ನೆಲೆ, ಪೋಲಿಸು ಚಾವಡಿ."
ಠಾಣ್ಯ,(ನಾ),ನೆಲೆ.
ಠಾವು,(ನಾ),"ಆಶ್ರಯಸ್ಥಾನ, ನೆಲೆ."
ಠಿಕಾಣಿ,(ನಾ),"ಸ್ಥಳ, ಜಾಗ."
ಠೀವಿ,(ನಾ),"ಗಾಂಭೀರ್ಯ, ಗತ್ತು."
ಠುಮರಿ,(ನಾ),ಒಂದು ಬಗೆಯ ಪ್ರೇಮಗೀತೆ.
ಠೇಂಕಾರ,(ನಾ),"ಬಿಲ್ಲಿನ ಹೆದೆಯ ಧ್ವನಿ, ಒಣಜಂಬ."
ಠೇವಣಾತಿ,(ನಾ),"ಇಟ್ಟ ಹಣ, ಇಡುಗಂಟು."
ಠೇವಣಿ,(ನಾ),"ಇಟ್ಟ ಹಣ, ಪಂಥಕ್ಕೋಸ್ಕರ ಕಟ್ಟುವ ಹಣ, ಒತ್ತೆ."
ಡಂಗುರ,(ನಾ),"ತಮಟೆ, ಡೋಲು ಮುಂತಾದುವನ್ನು ಹೊಡೆದುಕೊಂಡು ವಿಷಯವನ್ನು ಬಹಿರಂಗ ಪಡಿಸುವುದು."
ಡಂಗುರ ಸಾರು,(ಗು),ವಿಷಯವನ್ನು ಬಹಿರಂಗವಾಗಿ ಹೇಳು.
ಡಂಬ,(ನಾ),"ಮೋಸ, ಸೋಗಿನ ನಡೆನುಡಿ."
ಡಂಬರ,(ನಾ),"ಗುಂಪು, ಅಟ್ಟಹಾಸ, ಚೆಲುವು."
ಡಂಬಾಚಾರ,(ನಾ),"ತೋರಿಕೆಯ ನಡತೆ, ಆಡಂಬರ."
ಡಕಾಯಿತ,(ನಾ),"ದರೋಡೆಗಾರ, ಕೊಳ್ಳೆ ಹೊಡೆಯುವವನು."
ಡಕಾಯಿತಿ,(ನಾ),"ದರೋಡೆ, ಕೊಳ್ಳೆ."
ಡಕ್ಕೆ,(ನಾ),ಒಂದು ಬಗೆಯ ಧರ್ಮವಾದ್ಯ.
ಡಗೆ,(ನಾ),"ದಗೆ, ಸೆಕೆ, ಭಯ."
ಡಬರಿ,(ನಾ),ಅಗಲವಾದ ಬಾಯುಳ್ಳ ಪಾತ್ರೆ.
ಡಬ್ಬ,(ನಾ),ವಸ್ತುಗಳನ್ನಿಡುವ ತಗಡಿನ ಪೆಟ್ಟಿಗೆ.
ಡಬ್ಬಿ,(ನಾ),"ಡಬ್ಬ, ರೈಲುಬಂಡಿಯಲ್ಲಿಯ ಬೋಗಿ."
ಡಬ್ಬು,(ನಾ),"ತಲೆಕೆಳಗು, ಒಣ ಹೆಮ್ಮೆ."
ಡಮರು,(ನಾ),ಒಂದು ಬಗೆಯ ಚರ್ಮ ವಾದ್ಯ.
ಡವಕೆ,(ನಾ),"ಕಾಳಾಂಜಿ, ಪೀಕದಾನಿ."
ಡವುಡೆ,(ನಾ),ಒಂದು ಬಗೆಯ ಚರ್ಮ ವಾದ್ಯ.
ಡವ್ವು,(ನಾ),"ಪಾರಿವಾಳ, ಪ್ರಿಯೆ ಅಥವ ಪ್ರಿಯಕರ."
ಡಾಂಬರ,(ನಾ),"ಕಪ್ಪು ಬಣ್ಣದ ಅಂಟು ದ್ರವ, ಟಾರೆಣ್ಣೆ."
ಡಾಂಬಿಕ,(ನಾ),"ತೋರಿಕೆಯ ನಡೆ ನುಡಿಯವನು , ಜಂಬಗಾರ."
ಡಾಕು,(ನಾ),ದೇವಿ ಹಾಕುವಿಕೆ.
ಡಾಗು,(ನಾ),"ಕಾಯ್ದ ಕಬ್ಬಿಣದ ಗುಳದಿಂದ ಹಾಕಿದ ಗುರುತು, ಸಿಡುಬು."
ಡಾಣೆ,(ನಾ),"ದೊಣ್ಣೆ, ಬಡಿಗೆ."
ಡಾಬು,(ನಾ),"ನಡುಪಟ್ಟಿ, ಒಡ್ಯಾಣ."
ಡಾಮರ,(ನಾ),"ಹಿಂಸೆ, ಪೀಡೆ, ರೋಗ, ಬರಗಾಲ."
ಡಾಲು,(ನಾ),ಗುರಾಣಿ.
ಡಾವಣಿ,(ನಾ),"ದನಕರುಗಳನ್ನು ಸಾಲಾಗಿ ಕಟ್ಟುವ ಹಗ್ಗ, ದಾವಣಿ."
ಡಿಂಗರ,(ನಾ),"ಆಳು, ಸೇವಕ, ನೀಚ."
ಡಿಂಗರಿಗ,(ನಾ),"ಸೇವಕ, ಭಕ್ತ."
ಡಿಂಡಿಮ,(ನಾ),ಒಂದು ಬಗೆಯ ಚರ್ಮವಾದ್ಯ.
ಡಿಕಾವು,(ನಾ),ಹೊರಗಿನ ಅಂದ.
ಡಿಕ್ಕಿ,(ನಾ),"ಒಂದನ್ನೊಂದು ಬಲವಾಗಿ ತಾಗುವಿಕೆ, ಅಪ್ಪಳಿಸುವಿಕೆ."
ಡಿಳ್ಳ,(ನಾ),"ದುರ್ಬಲತೆ, ಅಧ್ಯೆರ್ಯ, ದುಃಖ."
ಡುಬ್ಬ,(ನಾ),"ಒಂಟೆ, ಗೂಳಿ ಮೊದಲಾದ ಪ್ರಾಣಿಗಳ ಬೆನ್ನ ಮೇಲಿನ ಹಿಣಿಲು, ಬೆನ್ನು."
ಡೂಗು,(ನಾ),"ಬೆನ್ನು ಬಾಗಿರುವಿಕೆ, ಗೂನು."
ಡೇಗು,(ನಾ),ತೇಗು.
ಡೇಗೆ,(ನಾ),"ಒಂದು ಜಾತಿಯ ಪಕ್ಷಿ, ಗಿಡುಗ."
ಡೇರಾ,(ನಾ),"ಡೇರೆ , ಬಟ್ಟೆಯಿಂದ ಮಾಡಿದ ಮನೆ, ಗುಡಾರ."
ಡೊಂಕು,(ನಾ),"ಓರೆ, ವಕ್ರತೆ."
ಡೊಂಬ,(ನಾ),ಗಣೆಯ ಮೇಲೆ ಆಡುವವನು.
ಡೊಕ್ಕರ,(ನಾ),"ಗುದ್ದು, ಮಲ್ಲ ಯುದ್ಧದಲ್ಲಿ ಒಂದು ವರಸೆ."
ಡೊಗರು,(ನಾ),"ಬಿಲ, ಪೊಟರೆ."
ಡೊಗ್ಗು,(ಕ್ರಿ),"ಬಾಗು, ನಮಸ್ಕರಿಸು."
ಡೊಣೆ,(ನಾ),"ದಿಣ್ಣೆ ಅಥವಾ ಗುಡ್ಡದ ಮೇಲಿನ ಸ್ವಾಭಾವಿಕವಾದ ನೀರಿನ ತಗ್ಗು, ದೊಣ್ಣೆ, ಬಿಲ, ರಂದ್ರ, ಬತ್ತಳಿಕೆ."
ಡೊಳ್ಳು,(ನಾ),"ಟೊಳ್ಳು, ಬೊಜ್ಜು, ಒಂದು ಬಗೆಯ ಚರ್ಮವಾದ್ಯ."
ಡೋಂಗಿ,(ನಾ),"ಮೋಸ, ಸೋಗು."
ಡೋಲಿ,(ನಾ),"ಪಲ್ಲಕ್ಕಿ, ಮೇನೆ."
ಡೋಲು,(ನಾ),ಒಂದು ಬಗೆಯ ಚರ್ಮವಾದ್ಯ.
ಡೋಹರ,(ನಾ),"ಚಂಡಾಲ, ಹೊಲೆಯ, ದಲಿತರಲ್ಲಿಯ ಒಂದು ಪಂಗಡ."
ಡೌಡೆ,(ನಾ),ಒಂದು ಬಗೆಯ ಚರ್ಮವಾದ್ಯ.
ಡೌಲು,(ನಾ),"ಆಡಂಬರ, ಬಡಾಯಿ."
ಢಕ್ಕೆ,(ನಾ),ಒಂದು ಬಗೆಯ ಚರ್ಮವಾದ್ಯ.
ಢಗೆ,(ನಾ),"ಧಗೆ, ಸೆಕೆ."
ಢರಕೆ,(ನಾ),ತೇಗು.
ಢಾಲು,(ನಾ),ಗುರಾಣಿ.
ಢಾಳ,(ನಾ),"ಹೊಳಪು, ಅಂದ, ರೀತಿ."
ತಂಗಳು,(ನಾ),"ತಣ್ಣಗಾದ ಅನ್ನ, ಹಳಸಲು."
ತಂಗಿ,(ನಾ),"ಕಿರಿಯ ಸೋದರಿ, ಒಡಹುಟ್ಟಿದವಳು."
ತಂಗು,(ಕ್ರಿ),"ಇಳಿದುಕೊಳ್ಳು, ಬೀಡುಬಿಡು."
ತಂಗುದಾಣ,(ನಾ),ವಾಹನಗಳು ನಿಲ್ಲುವ ಸ್ಥಳ.
ತಂಟೆ,(ನಾ),"ಜಗಳ, ವಿವಾದ, ಉಪದ್ರವ, ಗೋಜು."
ತಂಡ,(ನಾ),"ಗುಂಪು, ಪಕ್ಷ."
ತಂಡಸ,(ನಾ),"ಇಕ್ಕಳ, ಚಿಮುಟ, ಪಾಯಿಖಾನೆ."
ತಂಡಿ,(ನಾ),"ಥಂಡಿ, ಶೀತ, ತೇವ."
ತಂತಿ,(ನಾ),"ದಾರ, ಎಳೆ."
ತಂತ್ರ,(ನಾ),"ಧಾರ್ಮಿಕ ವಿಧಿಗಳ ಉಚಿತವಾದ ಕ್ರಮ, ತತ್ತ್ವ., ಶಾಸ್ತ್ರೀಯವಾದ ಕ್ರಮ, ಇಂದ್ರಜಾಲ, ಔಷಧಿ, ಉಪಾಯ, ಸೇನೆ, ನಿರ್ಮಾಣ ಕೌಶಲ."
ತಂತ್ರಿ,(ನಾ),"ಉಪಾಯಗಾರ, ತಂತಿ."
ತಂದಲು,(ನಾ),"ತುಂತುರು ಹನಿ, ಸೋನೆ."
ತಂದೆ,(ನಾ),"ಜನ್ಮ ಕೊಟ್ಟವನು, ಜನಕ, ಅಪ್ಪ."
ತಂಪು,(ನಾ),"ಶೀತ, ತೃಪ್ತಿ, ಉಪಶಮನ."
ತಂಪು ಪೆಟ್ಟಿಗೆ,(ನಾ),"ಪದಾರ್ಥಗಳನ್ನು ಕೆಡದಂತೆ ಇಡುವ ಸಾಧನ, ರಿಫಿಜಿರೇಟರ್, ಫ್ರಿಜ್."
ತಂಬಟೆ,(ನಾ),"ಒಂದು ಬಗೆಯ ಚರ್ಮವಾದ್ಯ, ತಮಟೆ."
ತಂಬಾಕು,(ನಾ),ಹೊಗೆಸೊಪ್ಪು.
ತಂಬಿಗೆ,(ನಾ),"ಹಿತ್ತಾಳೆ ಅಥವಾ ತಾಮ್ರದ ಸಣ್ಣ ಪಾತ್ರೆ, ಚೆಂಬು."
ತಂಬೂರ,(ನಾ),"ಅಡ್ಡಿ, ಆಕ್ಷೇಪಣೆ."
ತಕಲಿ,(ನಾ),ನೂಲನ್ನು ತೆಗೆಯುವ ಒಂದು ಉಪಕರಣ.
ತಕಾವಿ,(ನಾ),ಸರ್ಕಾರವು ರೈತರಿಗೆ ಕೊಡುವ ಸಾಲದ ಹಣ.
ತಕ್ಕ,"(ನಾ),(ಗು)","ಯೋಗ್ಯನಾದವನು, ಸಮರ್ಥ. ಯೋಗ್ಯವಾದ, ಅನುರೂಪವಾದ."
ತಕ್ಕಡಿ,(ನಾ),"ವಸ್ತಿಗಳ ಭಾರವನ್ನು ತೂಗುವ ಸಾಧನ, ತ್ರಾಸು."
ತಕ್ಕಿಸು,(ನಾ),"ಅಪ್ಪು, ಆಲಿಂಗಿಸು."
ತಕ್ಕು,(ನಾ),"ಹಿರಿಮೆ, ಸಾಮರ್ಥ್ಯ, ಔಚಿತ್ಯ."
ತಕ್ಕುಮೆ,(ನಾ),"ಔಚಿತ್ಯ, ಯೋಗ್ಯತೆ, ಶೌರ್ಯ."
ತಕ್ಕೆ,(ನಾ),"ಆಲಿಂಗನ, ರಾಶಿ."
ತಕ್ಕೈಸು,(ಕ್ರಿ),ಆಲಿಂಗಿಸು.
ತಕ್ಸೀರ್(ರು),(ನಾ),"ಅಪರಾಧ, ತಪ್ಪು."
ತಖ್ತೆ,(ನಾ),"ಆಯವ್ಯಯ ಮತ್ತಿತರ ವಿಷಯಗಳ ವಿವರಣೆಯ ಪಟ್ಟಿ, ಲೆಕ್ಕ."
ತಗಡು,(ನಾ),"ಲೋಹದ ಹಾಳೆ, ವ್ಯರ್ಥ."
ತಗರು,(ನಾ),"ಗಂಡು ಕುರಿ, ಟಗರು."
ತಗಲು,(ಕ್ರಿ),"ಸೋಕು, ತೊಗಡು."
ತಗಲೂಫಿ,(ನಾ),ಮೋಸ.
ತಗಹು,(ನಾ),"ಅಡ್ಡಿ, ನಿರ್ಬಂಧ, ಬಿಗಿ."
ತಗಾದೆ,(ನಾ),"ಬರಬೇಕಾದ ವಸ್ತುವಿಗೆ ಒತ್ತಾಯ ಮಾಡುವುದು, ದಾವೆ."
ತಗು,(ಕ್ರಿ),"ಹೊಂದು, ಯೋಗ್ಯವಾಗು, ಸಾಕಾಗು."
ತಗುಣೆ,(ನಾ),"ತಿಗಣೆ, ಒಂದು ಜಾತಿಯ ಸಣ್ಣ ಕೀಟ."
ತಗುಳು,(ಕ್ರಿ),"ಸಮೀಪಿಸು, ಸೇರು, ಬೆನ್ನಟ್ಟು, ತೊಡಗು, ಆಕ್ರಮಿಸು."
ತಗೆ,(ನಾ),"ಅಡ್ಡಿ, ತಡೆ, ನಿಲ್ಲುವಿಕೆ."
ತಗ್ಗು,"(ನಾ),(ಕ್ರಿ)","ಹಳ್ಳ, ಕಷ್ಟಕಾಲ, ಬೆಲೆ ಹಚ್ಚಾಗಿರುವಿಕೆ, ಕುಳ್ಳಾಗಿರುವುದು. ಕಡಮೆಯಾಗು."
ತಜ್ಞ,(ನಾ),"ತಿಳಿದವನು, ಜ್ಞಾನಿ."
ತಟ,(ನಾ),"ದಡ, ಅಂಚು."
ತಟವಟ,(ನಾ),"ಮೋಸ, ವಂಚನೆ."
ತಟಸ್ಥ,(ನಾ),"ಚಲನೆಯಿಲ್ಲದಿರುವುದು, ಯಾವ ಕಡೆಗೂ ಸೇರದವನು."
ತಟಸ್ಥ ನೀತಿ,(ನಾ),ಯಾವ ಪಂಗಡಕ್ಕೂ ಸೇರದಂತೆ ತೆಗೆದುಕೊಳ್ಳುವ ನಿರ್ಣಯ.
ತಟಾಕ,(ನಾ),"ಕೆರೆ, ಜಲಾಶಯ."
ತಟ್ಟನೆ,(ಅ),ಥಟ್ಟನೆ.
ತಟ್ಟಿ,(ನಾ),"ಬಿದಿರಿನ ಗೋಡೆ, ಬಿದಿರಿನಿಂದ ಹೆಣೆದ ಚಾಪೆ, ಬಾಗಿಲು."
ತಟ್ಟು,"(ನಾ),(ಕ್ರಿ)","ಸಂನ್ಯಾಸಿಗಳು ಹೊದೆಯುವ ವಸ್ತ್ರ, ಗೋಣಿತಟ್ಟು, ದಡಾರ, ಒಂದು ಜಾತಿಯ ಗಿಡ್ಡ ಕುದುರೆ, ಗೋಣಿಯ ತಾಟು, ಸಮತಲ. ಬಡಿ, ಮುಟ್ಟು, ಬೆನ್ನು ಚಪ್ಪರಿಸು, ಉತ್ಸಾಹಗೊಳಿಸು, ರೊಟ್ಟಿ ಮುಂತಾದುವನ್ನು ಕೈಯಿಂದ ಬಡಿ."
ತಟ್ಟೆ,(ನಾ),"ತಾಟು, ಹರಿವಾಣ."
ತಡ,(ನಾ),"ನಿಧಾನ , ವಿಳಂಬ."
ತಡಕು,(ಕ್ರಿ),"ಕಕ್ಕಾಬಿಕ್ಕಿಯಾಗು, ತಡವರಿಸು."
ತಡವರಿಸು,(ಕ್ರಿ),"ಹುಡುಕು, ಮುಗ್ಗರಿಸು, ತಬ್ಬಿಬ್ಬಾಗು."
ತಡವು,(ಕ್ರಿ),"ಹುಡುಕಾಡು, ನೇವರಿಸು, ಕೆರಳಿಸು."
ತಡವೆ,(ನಾ),"ಬಾರಿ, ಸಲ."
ತಡಸಲು,(ನಾ),"ಜಲಪಾತ, ಅಬ್ಬಿ."
ತಡಿ,(ನಾ),"ದಡ, ತೀರ, ಜೇನು."
ತಡಿಕೆ,(ನಾ),"ಬಿದುರಿನ ತಟ್ಟಿ, ಮೊರ, ಹೆಣಿಕೆ."
ತಡೆ,"(ನಾ),(ಕ್ರಿ)","ವಿಳಂಬ, ಅಡ್ಡಿ. ವಿಳಂಬಮಾಡು, ಕಾಯು, ನಿಲ್ಲಿಸು, ತಾಳಿಕೊಳ್ಳು, ಹೆಚ್ಚು ಕಾಲ ಬಾಳಿಕೆ ಬರು, ಅಡ್ಡಗಟ್ಟು."
ತಡೆಬಡೆ,(ನಾ),"ಅಡ್ಡಿ, ನಿಲುಗಡೆ."
ತಣ್,(ಕ್ರಿ),"ತಣ್ಣಗಾಗು, ತಂಪಾಗು."
ತಣಿವು,(ನಾ),ಸಮಾಧಾನ.
ತಣ್ಣಗೆ,(ನಾ),"ತಂಪಾಗಿ, ಹಾಯಾಗಿ, ತೆಪ್ಪಗೆ."
ತಣ್ಣಿತು,(ನಾ),ತಂಪಾದುದು.
ತಣ್ಪು,(ನಾ),ತಂಪು.
ತತ್ಕಾಲ,(ನಾ),"ಆ ಕಾಲ, ಆ ಕ್ಷಣ."
ತತ್ತ್ಕ್ಷಣ,(ನಾ),"ಆ ಗಳಿಗೆ, ಅದೇ ಕ್ಷಣ."
ತತ್ತರ,(ನಾ),"ನಡುಕ, ಆತುರ."
ತತ್ತರಿಸು,(ಕ್ರಿ),"ನಡುಗು, ತಡವರಿಸು."
ತತ್ತವಣೆ,(ನಾ),"ಉಪಾಯ, ವಿಸ್ತಾರ."
ತತ್ತಿ,(ನಾ),"ಮೊಟ್ಟೆ, ಅಂಡ."
ತತ್ತ್ವ,(ನಾ),ತತ್ವ.
ತತ್ಪರ,"(ನಾ),(ಗು)",ಆಸಕ್ತನಾದವನು. ತೊಡಗಿದ.
ತತ್ಪರತೆ,(ನಾ),"ಆಸಕ್ತಿ, ಶ್ರದ್ಧೆ."
ತತ್ಪುರುಷ,(ನಾ),ವ್ಯಾಕರಣದಲ್ಲಿ ಒಂದು ಸಮಾಸದ ಹೆಸರು.
ತತ್ರಾಣಿ,(ನಾ),ನೀರು ಕುಡಿಯಲು ಬಳಸುವ ಸಣ್ಣ ಬಾಯಿಯ ಮಣ್ಣಿನ ಪಾತ್ರೆ.
ತತ್ವ,(ನಾ),"ಅದರ ಸ್ವರೂಪ, ಸಾರ, ಸತ್ಯ, ಸಿದ್ಧಾಂತ, ತತ್ತ್ವ."
ತತ್ಸಮ,"(ನಾ),(ಗು)","ಕನ್ನಡ ಸಂಸ್ಕೃತಗಳೆರಡಕ್ಕೂ ಸಮಾನವಾದ ಶಬ್ದ, ತದ್ಬವಕ್ಕೆ ಮೂಲವಾದ ಶಬ್ದ. ಅದಕ್ಕೆ ಸಮನಾದ."
ತಥಾ,(ಅ),"ಹಾಗೆ, ಅದರಂತೆಯೇ."
ತಥಾಕಥಿಕ,(ನಾ),"ಹಾಗೆಂದ, ಈಗಾಗಲೇ ಹೇಳಿರುವ."
ತಥ್ಯ,(ನಾ),"ಸತ್ಯ, ದಿಟ, ನಿಜ."
ತದಕು,(ಕ್ರಿ),"ಹೊಡೆ, ಕುಟ್ಟು."
ತದನಂತರ,(ಅ),ಆಮೇಲೆ.
ತದಲು,(ನಾ),"ಬೇಲಿಯಲ್ಲಿ ಅಳವಡಿಸುವ ಮುಳ್ಳಿನ ಬಾಗಿಲು, ತಡಮೆ."
ತದೆ,(ಕ್ರಿ),ಹೊಡೆ.
ತದ್ದಲು,(ನಾ),ತದಲು.
ತದ್ಭವ,"(ನಾ),(ಗು)",ಅನ್ಯಭಾಷೆಯಿಂದ ರೂಪಾಂತರ ಹೊಂದಿಬಂದ ಶಬ್ದ. ಅದರಲ್ಲಿ ಹುಟ್ಟಿದ.
ತದ್ವತ್,(ಅ),"ಅದರಂತೆ, ಹಾಗೆಯೇ."
ತನಕ,(ಅ),ವರೆಗೆ.
ತನಿ,"(ನಾ),(ಕ್ರಿ)","ತರ್ಪಣ, ಪಕ್ವತೆ, ಚೆನ್ನಾಗಿ ಬೆಳೆದುದು, ಸವಿಯಾದುದು, ಹೊಸತು, ಪ್ರತ್ಯೇಕವಾದುದು. ಹುಲುಸಾಗಿ ಬೆಳೆ, ಮಾಗು,  ಪಕ್ವವಾಗು, ಪ್ರತ್ಯೇಕವಾಗಿರು."
ತನಿಖೆ,(ನಾ),"ಶೋಧ, ತಪಾಸಣೆ."
ತನು,"(ನಾ),(ಗು)","ಮೈ, ದೇಹ. ತೆಳುವಾದ."
ತಪ,(ನಾ),ತಪಸ್ಸು.
ತಪರಾಕಿ,(ನಾ),ಕೆನ್ನೆಗೆ ಹೊಡೆದ ಏಟು.
ತಪಸಿ,(ನಾ),"ತಪಸ್ವಿ, ಸನ್ಯಾಸಿ."
ತಪಸೀಲು,(ನಾ),ಪೂರ್ಣ ವಿವರಣೆ.
ತಪಸ್ವಿನಿ,(ನಾ),ತಪಸ್ಸು ಮಾಡುವವಳು.
ತಪಸ್ಸು,(ನಾ),ವ್ರತ ನಿಯಮಾದಿಗಳಿಂದ ದೇಹವನ್ನು ದಂಡಿಸುತ್ತ ಧ್ಯಾನ ಮಾಡುವುದು.
ತಪಾಸಣೆ,(ನಾ),"ಪರೀಕ್ಷಿಸುವುದು, ತನಿಖೆ."
ತಪಿಸು,(ಕ್ರಿ),"ಸುಡು, ನೋವಿನಿಂದ ನರಳು."
ತಪೋಬಲ,(ನಾ),ತಪಸ್ಸಿನ ಶಕ್ತಿ.
ತಪೋವನ,(ನಾ),ತಪಸ್ವಿಗಳು ಇರುವ ವನ.
ತಪ್ಪಲು,(ನಾ),ಬೆಟ್ಟದ ಮಗ್ಗುಲು.
ತಪ್ಪಲೆ,(ನಾ),ಲೋಹದ ದುಂಡನೆಯ ಪಾತ್ರೆ.
ತಪ್ಪಿತಸ್ಥ,(ನಾ),"ತಪ್ಪು ಮಾಡಿದವನು, ಅಪರಾಧಿ."
ತಪ್ಪು,(ನಾ),"ಅಪರಾಧ, ದೋಷ, ಸುಳ್ಳು."
ತಪ್ಪು ಮಾಡು,(ನಾ),ಅಪರಾಧ ಮಾಡು.
ತಪ್ಪುದಂಡ,(ನಾ),ಅಪರಾಧಕ್ಕಾಗಿ ಕೊಡಬೇಕಾದ ದಂಡ.
ತಬಲ,(ನಾ),ಒಂದು ಬಗೆಯ ಚರ್ಮವಾದ್ಯ.
ತಬೇಲಿ,(ನಾ),ಕುದುರೆ ಲಾಯ.
ತಬ್ಬಲಿ,(ನಾ),"ತಾಯಿ ತಂದೆ ಇಲ್ಲದವನು, ಅನಾಥ."
ತಬ್ಬಿಬ್ಬು,(ನಾ),"ದಿಗ್ಬ್ರಮೆ, ಕಕ್ಕಾಬಿಕ್ಕಿ."
ತಬ್ಬು,(ಕ್ರಿ),"ತೆಕ್ಕೆ ಬೀಳು, ಆಲಿಂಗಿಸು, ಅಪ್ಪಿಕೊಳ್ಳು."
ತಮ,(ನಾ),"ಕತ್ತಲೆ, ಅಜ್ಞಾನ, ಪಾಪ."
ತಮಟೆ,(ನಾ),ಒಂದು ಬಗೆಯ ಚರ್ಮವಾದ್ಯ.
ತಮಸ್ಸು,(ನಾ),"ಕತ್ತಲೆ, ಅಜ್ಞಾನ."
ತಮಾಷೆ,(ನಾ),"ಹಾಸ್ಯ, ವಿನೋದ."
ತಮಿಳು,(ನಾ),ದ್ರಾವಿಡ ಭಾಷೆಗಳಲ್ಲಿ ಒಂದು.
ತಮಿಳು ನಾಡು,(ನಾ),ದಕ್ಷಿಣ ಭಾರತದ ಒಂದು ರಾಜ್ಯ.
ತಮ್ಮ,"(ನಾ),(ಅ)","ಕಿರಿಯ ಸಹೋದರ, ಅನುಜ. ಗೌರವಾರ್ಥಕ ಸಂಬೋಧನೆ."
ತಮ್ಮಡಿ,(ನಾ),"ಪೂಜಾರಿ, ಗುರು, ಋಷಿ."
ತಯಾರಿ,(ನಾ),"ಸಿದ್ಧತೆ, ಸಜ್ಜು."
ತರ,(ನಾ),"ಯೋಗ್ಯ, ಬಗೆ, ಸಾಲು, ಪದರು."
ತರಕಲು,(ನಾ),"ಒರಟು, ದೊರಗು, ಬಿರುಸು."
ತರಕಾರಿ,(ನಾ),ಕಾಯಿಪಲ್ಯೆ.
ತರಗತಿ,(ನಾ),"ದರ್ಜೆ, ಇಯತ್ತೆ, ವರ್ಗ."
ತರಗು,(ನಾ),"ಒಣಗಿದ ಎಲೆ, ದಳ್ಳಾಳಿ."
ತರಚು,"(ನಾ),(ಕ್ರಿ)","ಜಗಳ. ಗೆರೆ ಬೀಳುವಂತೆ ಮಾಡು, ಗೆಬರು, ತರುಚು."
ತರಡು,(ನಾ),"ವೃಷಣ, ತರುಡು, ಗಂಡಿನ ವರ‍್ಯಕೋಶ, ಬೀಜ."
ತರತಮ,(ನಾ),"ಹೆಚ್ಚು ಕಡಿಮೆ, ಮೇಲು ಕೀಳು."
ತರದೂದು,(ನಾ),"ಸಿದ್ಧತೆ, ಪ್ರಯತ್ನ, ಜರೂರು."
ತರಬೇತು,(ನಾ),"ಶಿಕ್ಷಣ, ಅಭ್ಯಾಸ."
ತರಲೆ,(ನಾ),"ಕೆಲಸಕ್ಕೆ ಬಾರದುದು, ತಂಟೆ, ಪೀಡೆ, ಹುಡಿಗಿ."
ತರಹ,(ನಾ),"ವಿಧ, ಪ್ರಕಾರ."
ತರಹರ,(ನಾ),"ನಿಲುಗಡೆ, ಸಹನೆ,ಆತುರ."
ತರಹರಿಸು,(ಕ್ರಿ),"ಸೈರಿಸು, ನಡುಗು, ಆತುರಪಡು."
ತರಳು,(ನಾ),ಪಕ್ವವಾಗಿ ಒಣಗಿದ ತೆಂಗು ಮುಂತಾದ ಫಲ.
ತರಾಟೆ,(ನಾ),ಆಕ್ಷೇಪಣೆ.
ತರಾತುರಿ,(ನಾ),"ಅವಸರ, ಒತ್ತಡ."
ತರಿ,"(ನಾ),(ಕ್ರಿ)","ಒರಟು, ನುಚ್ಚು, ತೆಪ್ಪ, ಗದ್ದೆ. ಕತ್ತರಿಸು, ಕೀಳು."
ತರು,"(ನಾ),(ಕ್ರಿ)",ಮರ. ತೆಗೆದುಕೊಂಡು ಬರು.
ತರುಚು,(ಕ್ರಿ),ತರಚು.
ತರುಣ,"(ನಾ),(ಗು)","ಯುವಕ, ಸಮೀಪದ, ಸಮಯ. ಎಳೆಯ."
ತರುಣಿ,(ನಾ),ಯುವತಿ.
ತರುಬು,(ಕ್ರಿ),"ಸೇರಿಸು, ನಿಲ್ಲಿಸು, ಅಂಕೆಯಲ್ಲಿಡು."
ತರುವರಿ,(ನಾ),ತಬ್ಬಲಿ.
ತರುವಲಿ,(ನಾ),"ಹುಡುಗ, ಹುಡುಗಿ, ತಬ್ಬಲಿ."
ತರುವಾಯ,(ಕ್ರಿ),ಆ ಬಳಿಕ.
ತರ್ಕ,(ನಾ),"ಊಹೆ, ಚರ್ಚೆ, ಆರು ದರ್ಶನಗಳಲ್ಲಿ ಒಂದು."
ತರ್ಕೈಸು,(ಕ್ರಿ),"ಅಪ್ಪು, ಆಲಿಂಗಿಸು."
ತರ್ಜುಮೆ,(ನಾ),"ಅನುವಾದ, ಭಾಷಾಂತರ."
ತರ್ಪಣ,(ನಾ),"ತೃಪ್ತಿಪಡಿಸುವಿಕೆ, ಸತ್ತವರಿಗಾಗಿ ಬಿಡುವ ಎಳ್ಳುನೀರು."
ತರ್ಪಣ ಬಿಡು,(ಕ್ರಿ),"ತರ್ಪಣವನ್ನು ಕೊಡು, ಸಂಬಂಧವನ್ನು ಕಡಿದುಕೊಳ್ಳು."
ತರ್ಬು,(ಕ್ರಿ),ಅಪ್ಪು.
ತಲ,(ನಾ),"ಸಮತಟ್ಟಾದ ನೆಲ, ಅಂಗೈ, ಅಂಗಾಲು, ಕೆಳಭಾಗ, ಸ್ಥಳ."
ತಲವಾರ,(ನಾ),"ಕತ್ತಿ, ಖಡ್ಗ."
ತಲಾಂತರ,(ನಾ),ತಲೆಮಾರು.
